threat_id,user_id,threat_type,severity,confidence,evidence,first_observed,last_observed,related_hostname,related_alert_count,recommended_action
THR00231,EMP11848,Post-Termination Activity,Critical,High,2 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-16 23:15:28,2026-09-06 10:24:49,VDR-11848,3,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00232,EMP11862,Post-Termination Activity,Critical,High,7 IAM and 5 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 10:54:14,2026-09-09 15:12:27,LPT-11862,12,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00234,EMP11882,Post-Termination Activity,Critical,High,3 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-04 00:00:00,2026-09-09 15:45:06,LPT-11882,4,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00235,EMP11883,Post-Termination Activity,Critical,High,2 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-12 00:00:00,2026-09-08 16:44:41,VDR-11883,5,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00236,EMP11890,Post-Termination Activity,Critical,High,4 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-10 18:48:51,2026-09-09 11:07:04,LPT-11890,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00237,EMP11896,Post-Termination Activity,Critical,High,2 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 03:38:30,2026-09-03 05:24:56,WS-11896,3,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00238,EMP11902,Post-Termination Activity,Critical,High,3 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-10 13:55:16,2026-08-30 01:54:00,LPT-11902,5,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00239,EMP11903,Post-Termination Activity,Critical,High,4 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-04 00:00:00,2026-09-07 11:43:30,LPT-11903,5,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00240,EMP11914,Post-Termination Activity,Critical,High,9 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-03 00:26:49,2026-09-08 11:55:04,LPT-11914,11,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00241,EMP11925,Post-Termination Activity,Critical,High,2 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-07 12:17:56,2026-09-06 10:28:21,LPT-11925,4,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00242,EMP11926,Post-Termination Activity,Critical,High,5 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-04 03:35:57,2026-09-06 19:18:25,LPT-11926,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00243,EMP11943,Post-Termination Activity,Critical,High,3 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-08 00:00:00,2026-09-02 00:00:00,VDR-11943,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00244,EMP11949,Post-Termination Activity,Critical,High,5 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-03 19:51:32,2026-09-09 15:03:58,WS-11949,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00245,EMP11951,Post-Termination Activity,Critical,High,6 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-08 00:00:00,2026-09-03 11:01:09,VDR-11951,10,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00246,EMP11970,Post-Termination Activity,Critical,High,2 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 00:00:00,2026-09-08 22:45:00,LPT-11970,4,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00249,EMP12012,Post-Termination Activity,Critical,High,7 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 00:00:00,2026-09-07 21:57:00,VDR-12012,9,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00250,EMP12033,Post-Termination Activity,Critical,High,4 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-03 22:07:56,2026-08-27 22:51:00,VDR-12033,5,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00251,EMP12043,Post-Termination Activity,Critical,High,2 IAM and 5 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-16 12:12:13,2026-09-09 06:14:11,LPT-12043,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00252,EMP12059,Post-Termination Activity,Critical,High,3 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 18:51:17,2026-09-05 05:22:39,VDR-12059,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00253,EMP12060,Post-Termination Activity,Critical,High,2 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-05 00:00:00,2026-08-22 03:38:08,LPT-12060,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00256,EMP12123,Post-Termination Activity,Critical,High,6 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 12:48:13,2026-09-07 21:34:00,VDR-12123,10,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00257,EMP12126,Post-Termination Activity,Critical,High,8 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-15 22:55:16,2026-09-08 20:25:18,VDR-12126,9,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00258,EMP12128,Post-Termination Activity,Critical,High,6 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-04 17:09:00,2026-09-08 21:52:55,WS-12128,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00260,EMP12131,Post-Termination Activity,Critical,High,2 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-05 17:12:40,2026-09-05 21:12:11,VDR-12131,4,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00263,EMP12148,Post-Termination Activity,Critical,High,3 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-03 19:38:00,2026-09-03 00:00:00,VDR-12148,5,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00264,EMP12154,Post-Termination Activity,Critical,High,5 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-05 13:49:52,2026-09-09 17:20:00,VDR-12154,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00265,EMP12155,Post-Termination Activity,Critical,High,8 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-04 00:00:00,2026-09-03 13:27:46,LPT-12155,12,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00266,EMP12156,Post-Termination Activity,Critical,High,1 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-21 20:13:11,2026-08-31 04:19:28,VDR-12156,3,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00267,EMP12159,Post-Termination Activity,Critical,High,3 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-14 18:37:00,2026-09-03 17:51:29,VDR-12159,5,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00268,EMP12172,Post-Termination Activity,Critical,High,2 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-10 20:33:36,2026-09-09 09:19:31,WS-12172,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00269,EMP12174,Post-Termination Activity,Critical,High,8 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-08 05:31:23,2026-09-06 14:03:03,VDR-12174,12,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00270,EMP12175,Post-Termination Activity,Critical,High,6 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-04 08:56:32,2026-09-09 00:00:00,WS-12175,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00271,EMP12179,Post-Termination Activity,Critical,High,5 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-05 07:08:59,2026-09-09 00:00:00,WS-12179,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00272,EMP12180,Post-Termination Activity,Critical,High,9 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-03 08:10:50,2026-08-30 00:00:00,VDR-12180,11,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
