log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country,hostname_join_key,src_ip_valid,dst_ip_valid,src_port_status,dst_port_status,bytes_sent_status,bytes_received_status
FW000018013,2026-08-24 09:10:58,vdr-10010,192.168.123.104,,,,UDP,ALLOW,,49532714,,False,MONITOR_DB_ACCESS,CN,vdr-10010,True,False,missing,missing,invalid,valid
FW000016388,2026-08-26 00:53:15,vdr-12983.corp.local,,151.54.233.110,8080,3389,TCP,ALLOW,1746596,,SID298498,True,ALLOW_WEB,RU,vdr-12983,False,True,valid,valid,valid,missing
FW000024680,2026-08-28 05:55:00,ws-10837,,118.32.211.247,443,0,UDP,DENY,27295314,24337449,SID578858,False,BLOCK_EXTERNAL_RDP,,ws-10837,False,True,valid,valid,valid,valid
FW000026108,2026-08-18 05:17:00,vdr-12630,,59.195.167.95,135,445,TCP,ALLOW,16825180,10189403,SID943559,False,DENY_TELNET,US,vdr-12630,False,True,valid,valid,valid,valid
FW000026053,2026-09-06 13:32:12,vdr-12238,,,22,3389,TCP,ALLOW,,,SID665548,False,UNKNOWN,IN,vdr-12238,,,valid,valid,missing,missing
FW000000617,2026-08-01 10:26:28,ws-10471,196.154.50.244,,,3306,OTHER,ALLOW,3848274,996147,SID485343,False,ALLOW_INTERNAL_DNS,US,ws-10471,True,False,missing,valid,valid,valid
FW000020493,2026-08-02 15:27:19,lpt-10262,172.16.102.123,,80,445,TCP,DENY,25336054,21452145,SID264477,False,ALLOW_OFFICE_APPS,,lpt-10262,True,False,valid,valid,valid,valid
FW000009643,2026-08-24 08:03:00,lpt-11409,,57.216.103.228,3306,135,TCP,ALLOW,,9257070,SID877927,False,DENY_TELNET,IN,lpt-11409,False,True,valid,valid,missing,valid
FW000024213,2026-08-10 19:24:08,lpt-11151,213.43.83.132,51.35.137.25,,3306,OTHER,ALLOW,43504041,1762208,SID809633,False,MONITOR_DB_ACCESS,IN,lpt-11151,True,True,missing,valid,valid,valid
FW000026083,2026-08-24 03:58:56,ws-10568,,,1433,8080,ICMP,ALLOW,15467271,32739885,SID146038,False,BLOCK_EXTERNAL_RDP,,ws-10568,False,False,valid,valid,valid,valid
FW000020204,2026-08-14 08:53:53,vdr-11112,,49.221.30.167,3389,135,TCP,ALLOW,,13014067,SID256687,False,MONITOR_DB_ACCESS,,vdr-11112,False,True,valid,valid,invalid,valid
FW000014171,2026-09-09 10:48:50,vdr-11122,,98.182.103.227,445,3389,UDP,ALLOW,3410842,19096814,SID349217,False,BLOCK_TOR_EXIT,IN,vdr-11122,False,True,valid,valid,valid,valid
FW000022940,2026-08-15 17:34:05,ws-10926,,,,25,UDP,ALLOW,27721953,47911713,,False,UNKNOWN,UNKNOWN,ws-10926,False,False,missing,valid,valid,valid
FW000012144,2026-08-15 18:12:08,vdr-11681,172.16.188.249,192.168.141.120,,53,TCP,DENY,41597842,1036134,SID984695,False,BLOCK_EXTERNAL_RDP,US,vdr-11681,True,True,missing,valid,valid,valid
FW000002705,2026-08-17 00:00:00,vdr-11420,192.168.192.219,10.61.54.0,3306,,TCP,ALLOW,,2147202,SID932143,False,MONITOR_DB_ACCESS,IN,vdr-11420,True,True,valid,invalid,missing,valid
FW000024389,2026-08-04 11:05:40,lpt-12860,10.204.114.0,,8443,1433,TCP,ALLOW,,19666938,SID199069,False,BLOCK_EXTERNAL_RDP,IN,lpt-12860,True,False,valid,valid,missing,valid
FW000008824,,lpt-11956,,169.57.240.199,,,TCP,ALLOW,31457,22482212,SID998817,False,BLOCK_EXTERNAL_RDP,,lpt-11956,False,True,missing,missing,valid,valid
FW000003434,2026-09-03 00:50:28,lpt-12690,192.168.40.156,,3389,25,TCP,DENY,38162849,33302774,SID654937,False,BLOCK_TOR_EXIT,UNKNOWN,lpt-12690,True,False,valid,valid,valid,valid
FW000021097,2026-08-08 10:34:44,vdr-10260,192.168.169.41,,,8080,TCP,ALLOW,33789982,35557212,SID437202,False,DENY_TELNET,CN,vdr-10260,True,False,invalid,valid,valid,valid
FW000028262,2026-08-08 19:13:48,ws-10969,125.108.249.125,,135,443,TCP,ALLOW,37681992,49768204,SID240757,False,,CN,ws-10969,True,False,valid,valid,valid,valid
FW000010446,2026-08-16 20:32:01,lpt-12046,,,8080,443,TCP,ALLOW,45289518,41699570,,False,BLOCK_TOR_EXIT,US,lpt-12046,,False,valid,valid,valid,valid
FW000014700,2026-08-19 06:26:25,vdr-10614,,,8443,25,UDP,ALLOW,,2565019,SID356888,True,ALLOW_WEB,RU,vdr-10614,False,False,valid,valid,invalid,valid
FW000006317,2026-09-09 00:00:00,vdr-10072,125.201.150.1,137.128.98.138,135,1433,UDP,DENY,2453811,41855195,SID534614,False,DENY_TELNET,CN,vdr-10072,True,True,valid,valid,valid,valid
FW000000219,2026-08-18 00:00:00,lpt-10580,172.16.245.21,,25,3306,TCP,ALLOW,732842,7781805,SID569969,False,MONITOR_DB_ACCESS,,lpt-10580,True,False,valid,valid,valid,valid
FW000026946,2026-08-20 00:00:00,ws-11108,192.168.219.41,,,8080,TCP,ALLOW,40248866,18791291,SID198855,False,DENY_TELNET,CN,ws-11108,True,False,missing,valid,valid,valid
FW000011312,,,202.183.82.107,,135,80,TCP,DENY,25480739,,SID542136,False,,RU,,True,,valid,valid,valid,missing
FW000023161,2026-08-05 16:42:19,vdr-12627.corp.local,,,22,8080,TCP,ALLOW,,41301914,SID843143,False,UNKNOWN,IN,vdr-12627,False,False,valid,valid,missing,valid
FW000017120,2026-09-08 09:43:00,lpt-11425,,192.168.160.89,135,,TCP,ALLOW,40175544,1140054,SID454612,False,BLOCK_TOR_EXIT,IN,lpt-11425,False,True,valid,invalid,valid,valid
FW000000409,2026-09-03 23:57:50,ws-12256,192.168.47.165,,,80,UDP,ALLOW,31497904,16060361,SID552871,False,ALLOW_WEB,US,ws-12256,True,False,missing,valid,valid,valid
FW000002656,2026-09-01 07:49:52,lpt-10464,,,,443,TCP,ALLOW,,41501482,SID313235,False,BLOCK_EXTERNAL_RDP,CN,lpt-10464,,False,invalid,valid,missing,valid
FW000021882,2026-08-02 20:19:00,,,,,1433,UDP,ALLOW,5392086,34986794,,False,,IN,,False,False,invalid,valid,valid,valid
FW000028098,2026-08-09 00:00:00,lpt-11470,192.168.53.64,192.168.57.204,8443,,TCP,ALLOW,32657221,2308736,SID197548,False,ALLOW_OFFICE_APPS,RU,lpt-11470,True,True,valid,missing,valid,valid
FW000014771,2026-09-07 06:00:00,vdr-11411,172.16.170.252,,135,80,TCP,ALLOW,15628480,41953526,SID938771,False,DENY_TELNET,RU,vdr-11411,True,False,valid,valid,valid,valid
FW000013357,2026-08-07 06:17:18,ws-10371,172.16.48.145,117.137.169.83,,443,UDP,ALLOW,46841880,11535069,SID619095,False,BLOCK_TOR_EXIT,,ws-10371,True,True,invalid,valid,valid,valid
FW000011473,2026-09-04 23:59:00,vdr-11921.corp.local,,,,8080,UDP,ALLOW,21286093,42493757,SID499133,False,UNKNOWN,CN,vdr-11921,False,False,missing,valid,valid,valid
FW000013236,2026-08-10 03:56:27,ws-10828.corp.local,51.236.171.123,,8443,,TCP,ALLOW,1637979,14623641,SID451496,False,BLOCK_EXTERNAL_RDP,IN,ws-10828,True,False,valid,missing,valid,valid
FW000009397,2026-08-18 23:13:54,ws-11450,,119.170.185.150,135,,TCP,ALLOW,33476403,16414333,SID604694,False,UNKNOWN,IN,ws-11450,False,True,valid,invalid,valid,valid
FW000009090,2026-08-16 19:59:31,vdr-11634,168.34.207.181,172.16.52.82,445,53,UDP,ALLOW,31939625,14934649,SID526486,False,BLOCK_EXTERNAL_RDP,IN,vdr-11634,True,True,valid,valid,valid,valid
FW000012057,2026-09-01 10:54:00,ws-12214,,106.65.81.47,3306,443,UDP,DENY,9931069,27812561,SID647226,False,UNKNOWN,UNKNOWN,ws-12214,False,True,valid,valid,valid,valid
FW000023163,,lpt-11801,,98.2.199.105,135,3306,TCP,DENY,6471414,37213141,SID478227,False,ALLOW_INTERNAL_DNS,RU,lpt-11801,False,True,valid,valid,valid,valid
FW000023224,2026-08-31 17:06:21,ws-10088,172.16.7.74,,,25,UDP,DENY,34443843,47221397,SID332282,False,MONITOR_DB_ACCESS,UNKNOWN,ws-10088,True,False,missing,valid,valid,valid
FW000000024,2026-08-28 18:49:50,ws-11809.corp.local,,,,8443,TCP,ALLOW,,92009,SID881510,False,BLOCK_TOR_EXIT,US,ws-11809,False,False,invalid,valid,invalid,valid
FW000026849,2026-08-06 03:39:23,ws-10189,196.74.136.114,,,445,UDP,ALLOW,44963231,,,False,UNKNOWN,US,ws-10189,True,,missing,valid,valid,missing
FW000010918,2026-09-03 00:00:00,vdr-10350,,,3306,,UDP,ALLOW,14361436,31438643,SID823594,False,ALLOW_OFFICE_APPS,,vdr-10350,False,False,valid,missing,valid,valid
FW000026092,2026-08-20 00:45:03,ws-10849,10.61.238.0,,,53,TCP,ALLOW,27750167,20667857,,False,ALLOW_INTERNAL_DNS,,ws-10849,True,False,missing,valid,valid,valid
FW000005181,2026-08-02 16:23:00,vdr-11298,,192.168.157.169,3306,22,TCP,ALLOW,28456633,34302260,,False,UNKNOWN,US,vdr-11298,False,True,valid,valid,valid,valid
FW000015876,2026-09-05 23:04:00,ws-10882,,192.168.130.34,22,,UDP,DENY,,18752219,SID752989,True,DENY_TELNET,,ws-10882,False,True,valid,invalid,missing,valid
FW000007047,2026-08-05 21:57:22,lpt-12985,,,,8443,TCP,ALLOW,103701,12278298,SID853494,False,ALLOW_INTERNAL_DNS,CN,lpt-12985,False,False,invalid,valid,valid,valid
FW000022487,2026-08-11 14:02:33,vdr-10713,,,,,TCP,DENY,29085231,45798498,,False,UNKNOWN,RU,vdr-10713,False,False,invalid,invalid,valid,valid
FW000014404,2026-09-07 03:11:46,lpt-11751,63.218.171.201,,8443,0,UDP,ALLOW,15655240,24391174,SID922585,False,MONITOR_DB_ACCESS,US,lpt-11751,True,False,valid,valid,valid,valid
FW000015863,2026-09-02 06:07:00,lpt-10067,,161.255.32.252,443,3389,TCP,ALLOW,9036781,26801998,SID114903,False,BLOCK_TOR_EXIT,,lpt-10067,False,True,valid,valid,valid,valid
FW000006019,2026-08-17 07:58:00,vdr-10040,172.16.154.231,34.242.31.206,3389,22,UDP,ALLOW,2546514,29305590,SID204070,False,MONITOR_DB_ACCESS,US,vdr-10040,True,True,valid,valid,valid,valid
FW000012869,2026-09-01 00:00:00,ws-10493,192.168.66.239,,22,22,UDP,ALLOW,,,SID802991,False,MONITOR_DB_ACCESS,,ws-10493,True,False,valid,valid,invalid,missing
FW000027261,2026-09-08 00:00:00,ws-10629,,95.30.1.176,135,,UDP,ALLOW,39096829,,SID207604,False,ALLOW_INTERNAL_DNS,US,ws-10629,False,True,valid,missing,valid,invalid
FW000029948,2026-08-20 09:21:43,ws-12596,172.16.1.77,,1433,1433,UDP,ALLOW,11091411,15047066,SID876190,False,BLOCK_TOR_EXIT,US,ws-12596,True,False,valid,valid,valid,valid
FW000029383,2026-08-11 12:46:59,lpt-10001,,172.16.53.55,,53,TCP,ALLOW,34617917,,SID719619,True,MONITOR_DB_ACCESS,,lpt-10001,False,True,missing,valid,valid,invalid
FW000010927,2026-09-02 06:37:06,vdr-12982,192.168.209.88,192.168.108.186,3306,443,TCP,ALLOW,6490962,43720259,,False,BLOCK_TOR_EXIT,,vdr-12982,True,True,valid,valid,valid,valid
FW000017334,2026-08-09 22:31:53,vdr-12775,192.168.181.104,58.205.21.34,53,8080,UDP,ALLOW,1313922,46427815,SID518009,False,ALLOW_WEB,,vdr-12775,True,True,valid,valid,valid,valid
FW000019135,2026-08-10 14:59:20,ws-12417,,192.168.120.192,80,0,TCP,ALLOW,39510006,33958449,SID384723,False,ALLOW_OFFICE_APPS,US,ws-12417,False,True,valid,valid,valid,valid
FW000020249,2026-09-04 08:35:33,lpt-10262,78.94.70.88,,80,1433,TCP,DENY,42779773,41806725,SID741807,True,MONITOR_DB_ACCESS,UNKNOWN,lpt-10262,True,False,valid,valid,valid,valid
FW000004100,2026-08-26 00:00:00,ws-12799,,,443,445,TCP,DENY,37283779,48559809,SID761981,False,BLOCK_EXTERNAL_RDP,US,ws-12799,False,False,valid,valid,valid,valid
FW000018822,,lpt-12147,,,53,8080,UDP,DENY,37923914,,,False,ALLOW_OFFICE_APPS,US,lpt-12147,False,False,valid,valid,valid,missing
FW000019904,2026-08-05 04:50:46,lpt-10898,,,,80,TCP,ALLOW,45368592,16960684,SID418762,False,UNKNOWN,IN,lpt-10898,False,False,missing,valid,valid,valid
FW000007132,2026-08-02 04:22:51,ws-11287,,,135,3306,TCP,ALLOW,12040498,41057693,SID628492,False,MONITOR_DB_ACCESS,CN,ws-11287,False,,valid,valid,valid,valid
FW000026996,2026-08-26 21:29:37,lpt-12634,,,443,443,TCP,ALLOW,,,SID658763,False,BLOCK_EXTERNAL_RDP,RU,lpt-12634,,False,valid,valid,missing,invalid
FW000010463,2026-09-03 00:00:00,vdr-12588,172.16.97.252,,,3306,UDP,ALLOW,49158827,14584439,SID400622,False,DENY_TELNET,IN,vdr-12588,True,False,invalid,valid,valid,valid
FW000012903,2026-08-26 07:02:02,lpt-12402,116.97.8.43,219.126.159.116,8080,445,TCP,ALLOW,45494146,22904179,SID688854,False,BLOCK_EXTERNAL_RDP,IN,lpt-12402,True,True,valid,valid,valid,valid
FW000012291,2026-09-06 19:55:09,lpt-11668,,,80,,TCP,ALLOW,5610513,9443975,SID464215,False,ALLOW_INTERNAL_DNS,IN,lpt-11668,False,False,valid,missing,valid,valid
FW000008410,2026-08-18 10:32:00,vdr-11378,,,8443,,TCP,ALLOW,911703,10876672,,False,,US,vdr-11378,False,False,valid,missing,valid,valid
FW000007005,2026-08-30 23:38:00,lpt-12943,11.239.181.161,172.16.125.54,,8080,TCP,ALLOW,24822184,25983467,SID806931,False,DENY_TELNET,IN,lpt-12943,True,True,invalid,valid,valid,valid
FW000010340,2026-08-21 23:33:11,ws-12660,,192.168.200.21,8443,,ICMP,DENY,1183665,2610954,SID316847,False,,CN,ws-12660,False,True,valid,missing,valid,valid
FW000001277,2026-09-01 17:24:02,ws-12009,,98.70.232.44,3306,53,UDP,ALLOW,46537870,29801851,SID487613,False,MONITOR_DB_ACCESS,RU,ws-12009,False,True,valid,valid,valid,valid
FW000021684,2026-08-27 00:27:06,vdr-11318,172.16.88.201,192.168.169.7,3306,8080,OTHER,ALLOW,31128709,49638814,SID559664,True,,IN,vdr-11318,True,True,valid,valid,valid,valid
FW000012093,2026-09-05 20:11:24,ws-10049,,192.168.27.18,3306,443,UDP,DENY,13361030,10294436,SID496343,False,DENY_TELNET,US,ws-10049,False,True,valid,valid,valid,valid
FW000011434,2026-08-29 06:11:09,vdr-11594,,192.168.45.122,1433,8443,TCP,DENY,47962801,4063387,SID357441,False,UNKNOWN,CN,vdr-11594,False,True,valid,valid,valid,valid
FW000018128,2026-08-04 22:52:36,vdr-10086,,192.168.102.40,1433,443,UDP,ALLOW,31666995,22648912,SID488787,False,BLOCK_EXTERNAL_RDP,US,vdr-10086,False,True,valid,valid,valid,valid
FW000017699,2026-08-30 03:08:20,ws-10814.corp.local,,,53,,UDP,DENY,42593157,19310606,SID571230,False,DENY_TELNET,US,ws-10814,,False,valid,missing,valid,valid
FW000002578,2026-08-13 13:46:14,vdr-10357,31.146.58.73,,3389,,ICMP,DENY,12868961,,,False,DENY_TELNET,UNKNOWN,vdr-10357,True,False,valid,missing,valid,missing
FW000016895,2026-09-06 09:38:04,ws-12189,130.254.110.102,,3306,22,TCP,ALLOW,49743617,,SID486308,False,ALLOW_WEB,RU,ws-12189,True,False,valid,valid,valid,missing
FW000011176,2026-08-21 14:26:34,vdr-11142,,192.168.117.51,3389,1433,UDP,DENY,41085798,30576476,,False,,,vdr-11142,False,True,valid,valid,valid,valid
FW000005020,,ws-10766,,172.16.229.30,8080,8443,UDP,ALLOW,13504598,16721329,SID256463,True,DENY_TELNET,,ws-10766,False,True,valid,valid,valid,valid
FW000018068,2026-08-07 06:58:46,ws-12161,,,1433,,TCP,ALLOW,,38454953,SID732665,False,ALLOW_OFFICE_APPS,UNKNOWN,ws-12161,False,False,valid,missing,missing,valid
FW000007753,2026-09-08 15:48:11,ws-11820,192.168.113.64,,80,,TCP,ALLOW,17933318,19199427,SID101136,False,BLOCK_EXTERNAL_RDP,US,ws-11820,True,,valid,invalid,valid,valid
FW000013433,2026-08-06 00:00:00,lpt-11800,,192.168.158.187,135,,TCP,ALLOW,18514246,5542585,,True,,UNKNOWN,lpt-11800,False,True,valid,missing,valid,valid
FW000022689,2026-08-31 00:00:00,ws-11135,192.168.127.100,172.16.212.186,8080,8443,UDP,DENY,7475969,3062215,,False,UNKNOWN,CN,ws-11135,True,True,valid,valid,valid,valid
FW000015649,,ws-10832,,,445,,TCP,DENY,35725916,48541837,SID129749,False,,CN,ws-10832,False,False,valid,missing,valid,valid
FW000020778,2026-09-04 05:13:40,ws-10239,,126.62.27.175,53,3389,TCP,ALLOW,49007899,1575734,SID384151,False,BLOCK_EXTERNAL_RDP,,ws-10239,False,True,valid,valid,valid,valid
FW000006751,2026-08-19 00:00:00,lpt-11800,100.172.228.114,172.16.218.176,3306,25,OTHER,ALLOW,29258569,20543519,SID426995,False,MONITOR_DB_ACCESS,,lpt-11800,True,True,valid,valid,valid,valid
FW000016290,2026-08-23 19:14:00,lpt-12364,,,3389,445,TCP,ALLOW,47635221,33456213,SID293813,False,DENY_TELNET,IN,lpt-12364,False,,valid,valid,valid,valid
FW000024157,2026-09-08 21:13:58,lpt-12228,,,25,1433,TCP,DENY,32260469,,SID218396,False,ALLOW_OFFICE_APPS,UNKNOWN,lpt-12228,False,False,valid,valid,valid,missing
FW000009929,2026-08-11 11:51:42,vdr-11787,192.168.41.10,,22,25,UDP,ALLOW,,15640836,SID154346,False,BLOCK_EXTERNAL_RDP,,vdr-11787,True,False,valid,valid,missing,valid
FW000012351,2026-08-23 11:04:39,lpt-11031,172.16.40.76,172.16.138.201,443,53,TCP,ALLOW,25828454,42171735,SID497106,False,ALLOW_OFFICE_APPS,,lpt-11031,True,True,valid,valid,valid,valid
FW000017423,2026-09-03 20:45:43,lpt-12109,,,1433,22,TCP,ALLOW,34823209,10191337,,False,UNKNOWN,,lpt-12109,False,False,valid,valid,valid,valid
FW000002693,2026-08-26 00:00:00,vdr-10527,,169.156.182.21,3389,1433,TCP,DENY,6419444,4350690,,False,,CN,vdr-10527,False,True,valid,valid,valid,valid
FW000018860,2026-08-08 00:00:00,lpt-11457,,88.127.50.182,,,TCP,ALLOW,2550883,,SID809403,False,UNKNOWN,UNKNOWN,lpt-11457,False,True,missing,invalid,valid,invalid
FW000024908,,ws-10287,,,8443,,TCP,ALLOW,27976008,26455572,SID603189,True,,IN,ws-10287,False,,valid,missing,valid,valid
FW000019977,2026-09-01 19:48:26,vdr-10328,172.16.101.207,,135,8443,TCP,ALLOW,,34194063,SID197959,False,ALLOW_INTERNAL_DNS,US,vdr-10328,True,False,valid,valid,missing,valid
FW000019133,2026-08-25 00:02:00,ws-12118,,192.168.248.223,22,3389,TCP,DENY,,1055911,SID247980,False,ALLOW_WEB,UNKNOWN,ws-12118,False,True,valid,valid,missing,valid
FW000005550,2026-08-13 08:43:31,vdr-10532,,,8080,,TCP,ALLOW,19151987,37901427,,False,ALLOW_OFFICE_APPS,US,vdr-10532,False,False,valid,missing,valid,valid
FW000003795,2026-09-01 13:21:53,lpt-10131,,187.43.222.17,53,,UDP,ALLOW,13534132,,SID155162,False,BLOCK_EXTERNAL_RDP,,lpt-10131,,True,valid,invalid,valid,invalid
FW000000103,2026-08-07 00:06:51,ws-11895,172.16.20.146,,3306,135,TCP,ALLOW,,,SID707757,False,ALLOW_OFFICE_APPS,US,ws-11895,True,False,valid,valid,invalid,missing
FW000007205,2026-09-09 00:00:00,vdr-12357,192.168.236.130,,443,3306,TCP,ALLOW,48640070,37243458,SID573563,False,,UNKNOWN,vdr-12357,True,False,valid,valid,valid,valid
FW000002333,2026-08-18 06:06:46,ws-10706,,192.168.112.213,22,,TCP,DENY,12134848,13358858,SID957703,False,,UNKNOWN,ws-10706,False,True,valid,missing,valid,valid
FW000021434,,lpt-11519,172.16.84.74,192.168.227.247,80,3306,TCP,ALLOW,34503527,,SID886065,False,,CN,lpt-11519,True,True,valid,valid,valid,missing
FW000001262,2026-09-05 10:53:14,vdr-12369,,128.124.1.11,443,8080,TCP,ALLOW,,9185651,SID614010,False,ALLOW_WEB,,vdr-12369,False,True,valid,valid,missing,valid
FW000024091,2026-08-17 16:59:21,lpt-12094,,177.67.90.203,8080,445,UDP,ALLOW,39669420,21945118,SID385749,False,MONITOR_DB_ACCESS,,lpt-12094,False,True,valid,valid,valid,valid
FW000019689,2026-08-07 22:58:00,vdr-10838,192.168.115.225,,445,443,TCP,DENY,25831901,46466929,SID336839,False,ALLOW_INTERNAL_DNS,RU,vdr-10838,True,False,valid,valid,valid,valid
FW000023485,2026-08-01 00:00:00,,172.16.102.124,,,8443,TCP,ALLOW,41604816,47677863,SID317043,False,BLOCK_TOR_EXIT,US,,True,False,invalid,valid,valid,valid
FW000025768,,vdr-10846,,,3389,443,TCP,ALLOW,40220683,14978809,SID152369,False,BLOCK_TOR_EXIT,IN,vdr-10846,False,,valid,valid,valid,valid
FW000013214,2026-08-28 22:30:33,lpt-12903,172.16.30.182,163.233.123.29,,22,TCP,ALLOW,37106114,418327,SID137901,True,ALLOW_OFFICE_APPS,UNKNOWN,lpt-12903,True,True,invalid,valid,valid,valid
FW000025954,2026-08-19 01:41:22,ws-11520,,172.16.224.120,25,25,TCP,ALLOW,1884600,44256369,SID121656,False,DENY_TELNET,CN,ws-11520,False,True,valid,valid,valid,valid
FW000019958,,vdr-11338,172.16.184.223,51.140.42.177,25,1433,TCP,ALLOW,30415767,19285753,SID119837,False,ALLOW_OFFICE_APPS,US,vdr-11338,True,True,valid,valid,valid,valid
FW000000669,2026-08-03 15:34:00,ws-11828,,,445,,UDP,ALLOW,44750016,,SID653831,False,,US,ws-11828,False,False,valid,invalid,valid,missing
FW000014992,2026-08-01 19:42:52,ws-11248,,,135,445,TCP,ALLOW,2697356,5673353,SID627636,False,BLOCK_EXTERNAL_RDP,US,ws-11248,False,False,valid,valid,valid,valid
FW000025920,,vdr-10167,,,80,8080,UDP,DENY,,30497841,,False,,RU,vdr-10167,False,,valid,valid,invalid,valid
FW000014157,2026-08-16 14:46:16,lpt-11569,,,8443,,TCP,ALLOW,18698281,1843707,SID943191,False,ALLOW_WEB,RU,lpt-11569,False,False,valid,missing,valid,valid
FW000017782,2026-08-23 12:31:40,lpt-11726,,172.16.100.91,,80,TCP,ALLOW,,35889147,SID689897,True,MONITOR_DB_ACCESS,RU,lpt-11726,False,True,missing,valid,missing,valid
FW000026229,2026-08-12 21:49:05,,,192.168.93.1,1433,22,UDP,ALLOW,32018873,4243571,SID394242,False,DENY_TELNET,US,,False,True,valid,valid,valid,valid
FW000007569,2026-08-07 04:46:00,vdr-12588,,59.65.7.17,,8443,TCP,ALLOW,37644725,1119981,,False,ALLOW_OFFICE_APPS,RU,vdr-12588,False,True,invalid,valid,valid,valid
FW000016016,2026-08-01 06:12:15,ws-12909,192.168.159.67,,25,8080,TCP,ALLOW,224016,8145810,SID169070,False,,IN,ws-12909,True,False,valid,valid,valid,valid
FW000013925,2026-08-09 20:26:00,lpt-10356,,,8080,53,TCP,ALLOW,37027547,,,False,MONITOR_DB_ACCESS,CN,lpt-10356,,False,valid,valid,valid,invalid
FW000029929,2026-09-06 00:38:01,lpt-12782,192.168.193.37,105.149.217.203,3306,8443,TCP,ALLOW,28368520,8362930,SID598638,False,DENY_TELNET,RU,lpt-12782,True,True,valid,valid,valid,valid
FW000007901,2026-08-06 07:02:00,vdr-10875,145.167.253.27,34.202.81.133,,22,TCP,ALLOW,11974391,39116198,SID660961,False,BLOCK_EXTERNAL_RDP,IN,vdr-10875,True,True,invalid,valid,valid,valid
FW000000813,2026-08-20 13:58:02,lpt-12672,,219.112.20.138,1433,,TCP,DENY,,37059574,SID723992,False,,IN,lpt-12672,False,True,valid,missing,missing,valid
FW000007657,2026-08-11 15:16:39,,172.16.243.201,19.33.120.217,22,8080,UDP,ALLOW,45458171,,SID557387,False,DENY_TELNET,CN,,True,True,valid,valid,valid,invalid
FW000019183,,ws-11819.corp.local,192.168.17.13,,443,,TCP,DENY,6974027,,,False,DENY_TELNET,US,ws-11819,True,False,valid,missing,valid,missing
FW000007450,2026-08-27 03:52:51,ws-11562,,172.16.47.124,445,8080,TCP,ALLOW,19392872,27693721,SID306672,True,ALLOW_OFFICE_APPS,CN,ws-11562,False,True,valid,valid,valid,valid
FW000016317,2026-08-29 12:18:00,vdr-11227,,,1433,1433,UDP,ALLOW,13982257,2642412,,False,ALLOW_OFFICE_APPS,RU,vdr-11227,False,False,valid,valid,valid,valid
FW000016834,2026-08-25 18:41:01,lpt-12299.corp.local,,,,,UDP,DENY,16715203,9583985,SID955006,False,,IN,lpt-12299,,False,missing,invalid,valid,valid
FW000021900,2026-08-05 16:14:08,vdr-12493,192.168.26.144,,443,443,UDP,ALLOW,34158012,5151665,,False,ALLOW_INTERNAL_DNS,CN,vdr-12493,True,,valid,valid,valid,valid
FW000008923,2026-08-09 00:00:00,ws-12674,192.168.90.206,124.82.243.112,,25,TCP,ALLOW,49510189,,SID664246,False,ALLOW_INTERNAL_DNS,US,ws-12674,True,True,missing,valid,valid,missing
FW000008279,2026-09-05 11:54:10,lpt-11414,,,0,3389,TCP,ALLOW,,12033956,SID290969,True,BLOCK_TOR_EXIT,RU,lpt-11414,False,False,valid,valid,missing,valid
FW000016086,2026-08-14 23:13:00,lpt-10403,192.168.44.152,89.167.17.245,1433,,UDP,ALLOW,29645941,13125640,SID455715,False,DENY_TELNET,IN,lpt-10403,True,True,valid,invalid,valid,valid
FW000002102,2026-08-11 06:27:02,lpt-12911,200.220.199.132,,8443,3306,UDP,ALLOW,,35462478,SID487136,False,BLOCK_EXTERNAL_RDP,UNKNOWN,lpt-12911,True,False,valid,valid,missing,valid
FW000025363,2026-08-01 00:00:00,lpt-12199,202.184.142.134,,80,135,TCP,ALLOW,1928551,37253716,SID774095,False,ALLOW_INTERNAL_DNS,IN,lpt-12199,True,False,valid,valid,valid,valid
